Placename@tr	Duplicate?	ottgaz_id	Placename@ota	Placename_2@tr	Placename_2@ota	Placename_3@tr	Placename_3@ota	Placename_4@tr	Placename_5@tr	Placename_notes@tr	Place_type	Ott_or_not	Wikidata_url	Admin_unit_1	Admin_unit_1_start	Admin_unit_1_start_period	Admin_unit_1_stop	Admin_unit_1_note	Belongs_to_1-4	Belongs_to_1-3	Belongs_to_1-2	Belongs_to_1-1	Belongs_to_1-1_id	Admin_unit_2	Admin_unit_2_start	Admin_unit_2_start_period	Admin_unit_2_stop	Admin_unit_2_note	Belongs_to_2-4	Belongs_to_2-3	Belongs_to_2-2	Belongs_to_2-1	Admin_unit_3	Admin_unit_3_start	Admin_unit_3_start_period	Admin_unit_3_stop	Admin_unit_3_note	Belongs_to_3-4	Belongs_to_3-3	Belongs_to_3-2	Belongs_to_3-1	Admin_unit_4	Admin_unit_4_start	Admin_unit_4_start_period	Admin_unit_4_stop	Admin_unit_4_note	Belongs_to_4-3	Belongs_to_4-2	Belongs_to_4-1	Admin_unit_5	Admin_unit_5_start	Admin_unit_5_start_period	Admin_unit_5_stop	Admin_unit_5_note	Belongs_to_5-3	Belongs_to_5-2	Belongs_to_5-1	Admin_unit_6	Admin_unit_6_start	Admin_unit_6_start_period	Admin_unit_6_stop	Admin_unit_6_note	Belongs_to_6-2	Belongs_to_6-1	Admin_unit_7	Admin_unit_7_start	Admin_unit_7_start_period	Admin_unit_7_stop	Admin_unit_7_note	Belongs_to_7-2	Belongs_to_7-1	Admin_unit_8	Admin_unit_8_start	Admin_unit_8_start_period	Admin_unit_8_stop	Admin_unit_8_note	Belongs_to_8-2	Belongs_to_8-1	Admin_unit_9	Admin_unit_9_start	Admin_unit_9_start_period	Admin_unit_9_stop	Belongs_to_9-3	Belongs_to_9-2	Belongs_to_9-1	Admin_unit_10	Admin_unit_10_start	Admin_unit_10_start_period	Belongs_to_10-2	Belongs_to_10-1	Admin_unit_11	Admin_unit_11_start	Admin_unit_11_start_period	Belongs_to_11-2	Belongs_to_11-1	Admin_unit_12	Belongs_to_12	Admin_unit_13	Belongs_to_13	Admin_unit_14	Admin_unit_14_start	Belongs_to_14
SİLVAN		7373	سيلوان	Meyafarikîn							http://www.geonames.org/ontology#A.ADMD			Kaza	1520	http://n2t.net/ark:/99152/p0pf2qb689b	1867				Diyarbakır	Diyarbakır eyâleti	121	Kaza	1867	http://n2t.net/ark:/99152/p0pf2qbtdts	1924				Diyarbakır	Diyarbakır vilâyeti	Kaza	1924	Turkish Republic						Diyarbakır																																																													
SİMAV		7374	سماو								http://www.geonames.org/ontology#A.ADMD			Kaza	1821	http://n2t.net/ark:/99152/p0pf2qbzg6v	1867				Kütahya	Anadolu eyâleti	101	Kaza	1867	http://n2t.net/ark:/99152/p0pf2qbtdts	1924				Kütahya	Hudavendigâr vilâyeti	Kaza	1924	Turkish Republic						Kütahya																																																													
Simek	y	11306	سيمک	BÖLÜKYAZI		Hivris					http://www.geonames.org/ontology#P.PPLG			Nahiye	1878	http://n2t.net/ark:/99152/p0pf2qbx98x	1935			Merkez	Bitlis	Bitlis vilâyeti	110	Nahiye	1935	Turkish Republic					Merkez	Bitlis																																																																						
Simi		8091	سيمی	SÖMBEKİ										Nahiye (ada)	1867	http://n2t.net/ark:/99152/p0pf2qbtdts	1948				Rodos	Cezayir-i Bahr-i Sefid vilâyeti	118	Nahiye	1948	Turkish Republic					Rodos	Yunanistan																																																																						
Şimiz		7375	شمز	OĞUZ							http://www.geonames.org/ontology#A.ADMD			Nahiye							Beşiri	Siirt																																																																																
SİMNO		7376	سمنو								http://www.geonames.org/ontology#A.ADMD			Nahiye	17. yy.	http://n2t.net/ark:/99152/p0pf2qbk5vq				Merzûk	Fizan	Trablusgarb																																																																																
ŞİMONTORNA		1454	شمنطورنه	Smontornya							http://www.geonames.org/ontology#A.ADMD			Sancak	1543	http://n2t.net/ark:/99152/p0pf2qb689b	1686					Budin eyâleti		Sancak	1686	http://n2t.net/ark:/99152/p0pf2qbk5vq						Macaristan																																																																						
SİMOPOLON		20285	سمو پولون									Not		Kasaba							Mora	Yunanistan																																																																																
ŞİMRAN maa ŞEYH MEYDAN		7377	شمران مع شيخ ميدان								http://www.geonames.org/ontology#A.ADMD			Kaza	1855	http://n2t.net/ark:/99152/p0pf2qb8jmh					Süleymaniye	Bağdad maa Şehrizor eyâleti	107																																																																															
SİMRE-İ LÂDİK		7378	سمرهء لاديک	Havza							http://www.geonames.org/ontology#A.ADMD			Nahiye	~1530	http://n2t.net/ark:/99152/p0pf2qb689b				Lâdik	Amasya	Rum eyâleti	155																																																																															
SİMRE-İ TAŞ-HAN		7379	سمرهء طاشخان								http://www.geonames.org/ontology#A.ADMD			Nahiye				Köylerinin 23’ü halen Vezirk.prü merkez bucağına bağlı		Gedegara	Canik	Rum eyâleti	155																																																																															
Sin		7380	سين	GEYİKSUYU							http://www.geonames.org/ontology#A.ADMD			Nahiye	1881	http://n2t.net/ark:/99152/p0pf2qbx98x	1926				Hozat	Mamûretülaziz vilâyeti	147	Nahiye	1926	Turkish Republic	1935				Hozat	Elâzığ	Nahiye	1935	Turkish Republic					Hozat	Tunceli																																																													
ŞİNAFİYE		7381	شنافيه	Şitafiye							http://www.geonames.org/ontology#A.ADMD			Nahiye	1852	http://n2t.net/ark:/99152/p0pf2qb8jmh				Şamiye	Divaniye	Bağdad eyâleti	106																																																																															
SİNAN		15232	سنان								http://www.geonames.org/ontology#P.PPLG	Republic of Turkey		Nahiye merkezi	1924	Turkish Republic				Tepehan	Pütürge	Malatya																																																																																
SİNANLU		7382	سنانلو								http://www.geonames.org/ontology#A.ADMD			Kaza	17. yy.	http://n2t.net/ark:/99152/p0pf2qbk5vq					İçil	Karaman eyâleti	139																																																																															
SİNCAN		20286	سنجان									Not		Kasaba							Yezd	İran																																																																																
SİNCAN		7383	سنجان								http://www.geonames.org/ontology#A.ADMD			Kaza	1849	http://n2t.net/ark:/99152/p0pf2qb8jmh	1957				Ankara	Bozok eyâleti	114	Nahiye	1957	Turkish Republic	~1990				Yenimahalle	Ankara	Kaza	~1990	Turkish Republic						Ankara																																																													
SİNCAN		7384	سنجان								http://www.geonames.org/ontology#A.ADMD			Nahiye	1865	http://n2t.net/ark:/99152/p0pf2qbtdts	1924			Divriği	Sivas	Sivas vilâyeti	166	Nahiye	1924	Turkish Republic					Divriği	Sivas																																																																						
SİNCANLI		11307	سنجانلو	Ulusincanlu	اولو سنجانلو	Sinanpaşa					http://www.geonames.org/ontology#P.PPLG			Nahiye	~1530	http://n2t.net/ark:/99152/p0pf2qb689b	1924				Karahisar-ı Sahib	Anadolu eyâleti	101	Nahiye	1924	Turkish Republic	1953				Merkez	Afyon	Kaza	1953	Turkish Republic						Afyonkarahisar																																																													
SİNCAR		1455	سنجار	Beled							http://www.geonames.org/ontology#A.ADMD			Sancak	1520	http://n2t.net/ark:/99152/p0pf2qb689b	~1830					Diyarbakır eyâleti	121	Kaza	~1830	http://n2t.net/ark:/99152/p0pf2qbzg6v					Musul	Van eyâleti	Kaza							Musul	Irak																																																													
SİNCİK		7385	سنجک	Yarpuzlu							http://www.geonames.org/ontology#A.ADMD			Nahiye	1877	http://n2t.net/ark:/99152/p0pf2qbx98x	1924			Kâhta	Malatya	Mamûretülaziz vilâyeti	147	Nahiye	1924	Turkish Republic	1954				Kâhta	Malatya	Nahiye	1954	Turkish Republic	~1990				Kâhta	Adıyaman	Kaza	~1990	Turkish Republic					Adıyaman																																																					
SINDIRGI		7386	صندرغی								http://www.geonames.org/ontology#A.ADMD			Kaza	~1530	http://n2t.net/ark:/99152/p0pf2qb689b	1866				Karesi	Anadolu eyâleti	101	Kaza	1866	http://n2t.net/ark:/99152/p0pf2qbtdts	1924				Karesi	Hudavendigâr vilâyeti	Kaza	1924	Turkish Republic						Balıkesir																																																													
SİNDİZKOM		11308	سنديزکوم								http://www.geonames.org/ontology#P.PPLG			Nahiye merkezi							Yalnızçam	Ardahan																																																																																
ŞİNEK ve KALALE		11309	شينک وَ قلاله								http://www.geonames.org/ontology#P.PPLG			Nahiye	1855	http://n2t.net/ark:/99152/p0pf2qb8jmh				Merkez	Süleymaniye	Bağdad maa Şehrizor eyâleti	107																																																																															
SİNEKÇİ		7387	سنکجی								http://www.geonames.org/ontology#A.ADMD			Nahiye							Biga	Çanakkale																																																																																
SİNEKLİ		7388	سنکلی								http://www.geonames.org/ontology#A.ADMD			Nahiye							Silivri	İstanbul																																																																																
SİNEKLİ		7389	سنکلی								http://www.geonames.org/ontology#A.ADMD			Nahiye	1879	http://n2t.net/ark:/99152/p0pf2qbx98x				Bazyan	Süleymaniye	Musul vilâyeti	152																																																																															
SİNEMENLÜ		7390	سنمنلو								http://www.geonames.org/ontology#A.ADMD			Nahiye	1866	http://n2t.net/ark:/99152/p0pf2qbtdts				Pazarcık	Maraş	Halep vilâyeti	129																																																																															
SİNHAN		7391	سنحان								http://www.geonames.org/ontology#A.ADMD			Nahiye	1871	http://n2t.net/ark:/99152/p0pf2qbtdts					Sana	Yemen vilâyeti	181																																																																															
SİNOP		282	سنوب								http://www.geonames.org/ontology#A.ADMD			Kaza	~1530	http://n2t.net/ark:/99152/p0pf2qb689b	1846				Kastamonu	Anadolu eyâleti	101	Sancak	1846	http://n2t.net/ark:/99152/p0pf2qb8jmh	1924					Kastamonu eyâleti	Vilâyet	1924	Turkish Republic						Sinop																																																													
SİPTOROS		11310	سبتوروس								http://www.geonames.org/ontology#P.PPLG			Nahiye	~1530	http://n2t.net/ark:/99152/p0pf2qb689b				Merkez	Çemişgezek	Diyarbakır eyâleti	121																																																																															
Sipyak		11311	سيپی ياک	KARABURUN							http://www.geonames.org/ontology#P.PPLG			Nahiye	1867	http://n2t.net/ark:/99152/p0pf2qbtdts				Merkez	Çınar	Diyarbakır vilâyeti	121	Köy						Merkez	Çınar	Diyarbakır																																																																						
SİQUİNOS		20287	سيکينوس									Not		Ada				Kiklada adalarından				Yunanistan																																																																																
ŞİRAN		11312	شيران	Karaca							http://www.geonames.org/ontology#P.PPLG			Nahiye	~1530	http://n2t.net/ark:/99152/p0pf2qb689b	16. yy.			Merkez	Karahisar-ı Şarkî	Rum eyâleti	155	Kaza	16. yy.	http://n2t.net/ark:/99152/p0pf2qb689b	1870				Erzurum	Erzurum eyâleti	Kaza	1870	http://n2t.net/ark:/99152/p0pf2qbtdts	1924				Gümüşhane	Trabzon vilâyeti	Kaza	1924	Turkish Republic					Gümüşhane																																																					
SIRB		165	صرب	Sırbistan		Belgrad				1852 salnamesinde Sırb ayrı eyâlet, Belgrad ayrı eyâlet g.rünüyor.	http://www.geonames.org/ontology#A.ADMD			Eyâlet	1812	http://n2t.net/ark:/99152/p0pf2qbzg6v	1816					Sırp eyâleti	165	Eyâlet	1816	http://n2t.net/ark:/99152/p0pf2qbzg6v	1867					Sırp prensliği (Osmanlıya bağlı)	Eyâlet	1867	http://n2t.net/ark:/99152/p0pf2qbtdts	1882					Osmanlıdan ayrılış	Krallık	1882	http://n2t.net/ark:/99152/p0pf2qbx98x					Sırp krallığı																																																					
ŞİRE		20288	شيره	Syra, Seyras								Not		Ada				Kiklada adalarından				Yunanistan																																																																																
SİREM		1456	سرم	Szerem		Syrmien				Sava nehri üzerinde Sirem adasıdır. Şimdi burada Petervaradin sancağına bağlı Mitrovica kazası vardır.	http://www.geonames.org/ontology#A.ADMD			Sancak	1545	http://n2t.net/ark:/99152/p0pf2qb689b	1699					Budin eyâleti		Sancak	1699	http://n2t.net/ark:/99152/p0pf2qb3qgh						Macaristan																																																																						
ŞİREVÎ		1457	شيره وی								http://www.geonames.org/ontology#A.ADMD			Sancak	18. yy.	http://n2t.net/ark:/99152/p0pf2qbhtsm						Van eyâleti	175																																																																															
SİRGE		7392	سرکه								http://www.geonames.org/ontology#A.ADMD			Kaza	1811	http://n2t.net/ark:/99152/p0pf2qbzg6v					Denizli	Aydın eyâleti	104																																																																															
ŞİRİZ		11313	شيريز								http://www.geonames.org/ontology#P.PPLG			Nahiye merkezi						Akşar	Hizan	Bitlis																																																																																
SİRKELİ		7393	سرکه لی								http://www.geonames.org/ontology#A.ADMD			Nahiye							Çubuk	Ankara																																																																																
SIRKINTI-İ ZÎR		11314	سرقنطئ زير	Çarkıpare						Nahiye lağvedildi. Bu bölgede şimdi Ceyhan’ın Sağkaya bucağı var. Çarkıpare köyü ise İmamoğlu ilçesine bağlandı.	http://www.geonames.org/ontology#P.PPLG			Nahiye	1869	http://n2t.net/ark:/99152/p0pf2qbtdts				Merkez	Adana	Adana vilâyeti	100	Nahiye			1924			Ceyhan	Adana	Adana vilâyeti	Nahiye	1924	Turkish Republic					Ceyhan	Cebelibereket																																																													
ŞIRNAK		284	شرناق	Şırnah							http://www.geonames.org/ontology#A.ADMD			Kaza	1880	http://n2t.net/ark:/99152/p0pf2qbx98x	1924				Siirt	Bitlis vilâyeti	110	Kaza	1924	Turkish Republic	1990					Siirt	Vilâyet	1990	Turkish Republic						Şırnak																																																													
SİROZ		1458	سيروز	Serez							http://www.geonames.org/ontology#A.ADMD			Sancak	1867	http://n2t.net/ark:/99152/p0pf2qbtdts	1913					Selânik vilâyeti	163	Sancak	1913	http://n2t.net/ark:/99152/p0pf2qb3rtq					Selânik	Yunanistan																																																																						
SIRPSINDIĞI		15233	صرب صينديغی	Sarayakpınar							http://www.geonames.org/ontology#P.PPLG	Republic of Turkey		Nahiye							Merkez	Edirne																																																																																
SIRT		11315	سرت								http://www.geonames.org/ontology#P.PPLG			Köy			1960			Hemşin	Pazar	Rize		Kaza merkezi	1960	Turkish Republic					Çamlıhemşin	Rize																																																																						
SİRT		7394	سرت								http://www.geonames.org/ontology#A.ADMD			Kaza						Humus	Trablusgarb	Libya																																																																																
ŞİRVAN		285	شيروان	Şamahi						Merkezi olan Şamahi halen Bakü’ye bağlı bir kazadır.	http://www.geonames.org/ontology#A.ADMD			Hanlık								Şirvan hanlığı		Eyâlet			1578					İran yönetimi	Eyâlet	1578	http://n2t.net/ark:/99152/p0pf2qbb9h8	1604					Şirvan eyâleti	Eyâlet	1604	http://n2t.net/ark:/99152/p0pf2qbv3zv	1806				İran yönetimi	Eyâlet	1806	http://n2t.net/ark:/99152/p0pf2qbt989					Rusya yönetimi	Bölge						Azerbaycan																																						
ŞİRVAN		1571	شيروان	Küfre							http://www.geonames.org/ontology#A.ADMD			Kaza	16. yy.	http://n2t.net/ark:/99152/p0pf2qb689b	1597				Siirt	Diyarbakır eyâleti	121	Sancak	1597	http://n2t.net/ark:/99152/p0pf2qb5mst	1884					Van eyâleti	Kaza	1884	http://n2t.net/ark:/99152/p0pf2qbx98x	1924				Siirt	Bitlis vilâyeti	Kaza	1924	Turkish Republic					Siirt																																																					
ŞİRVAN		7395	شيروان								http://www.geonames.org/ontology#A.ADMD			Nahiye	1879	http://n2t.net/ark:/99152/p0pf2qbx98x				Revandiz	Şehrizor	Musul vilâyeti	152																																																																															
ŞİRVANLU maa CEBEL-İ SEM’AN		11316	شيروانلو مع جبل سمعان								http://www.geonames.org/ontology#P.PPLG			Nahiye	16. yy.	http://n2t.net/ark:/99152/p0pf2qb689b				Merkez	Halep	Halep eyâleti	129																																																																															
Sirya		15234	سيريا	ZEYTİNLİK							http://www.geonames.org/ontology#P.PPLG	Republic of Turkey		Nahiye							Merkez	Artvin																																																																																
Sis		1459	سيس	KOZAN							http://www.geonames.org/ontology#A.ADMD			Sancak	1517	http://n2t.net/ark:/99152/p0pf2qbznht	1522					Arap vilâyeti	103	Sancak	1522	http://n2t.net/ark:/99152/p0pf2qb689b	1571					Zülkadriye eyâleti	Sancak	1571	http://n2t.net/ark:/99152/p0pf2qb8jrp	1608					Kıbrıs eyâleti	Sancak	1608	http://n2t.net/ark:/99152/p0pf2qbv3zv	1732				Adana eyâleti	Sancak	1732	http://n2t.net/ark:/99152/p0pf2qbhtsm	1850				Kıbrıs eyâleti	Sancak	1850	http://n2t.net/ark:/99152/p0pf2qb8jmh				Bozok eyâleti	Sancak						Adana eyâleti	Kaza			1869		Adana	Adana eyâleti	Sancak merkezi	1869	http://n2t.net/ark:/99152/p0pf2qbtdts	1926		Kozan	Adana vilâyeti	Kaza	1926	Turkish Republic		Adana												
SİSAM		1572	سيسام	Samas		Vati					http://www.geonames.org/ontology#A.ADMD			Kaza	1546	http://n2t.net/ark:/99152/p0pf2qb689b	17. yy.				Rodos	Cezayir-i Bahr-i Sefid eyâleti	118	Sancak	17. yy.	http://n2t.net/ark:/99152/p0pf2qbk5vq	1832					Cezayir-i Bahr-i Sefid eyâleti	Emaret	1832	http://n2t.net/ark:/99152/p0pf2qbzg6v	1867					Muhtar Sisam emâreti	Sancak	1867	http://n2t.net/ark:/99152/p0pf2qbtdts	1913				Cezayir-i Bahr-i Sefid vilâyeti	Sancak	1913	http://n2t.net/ark:/99152/p0pf2qb3rtq					Yunanistan	Kaza				Nomos		Yunanistan																																						
SİSCAN		20289	سيسجان									Not		Kasaba							Azerbaycan	İran																																																																																
