Placename@tr	ottgaz_id	Placename@ott	Placename_2@tr	Placename_2@ott	Placename_3@tr	Placename_4@tr	Placename_5@tr	Placename_notes@tr	Place_type	Ott_or_not	Wikidata_url	Admin_unit_1	Admin_unit_1_year	Admin_unit_1_note	Belongs_to_1-4	Belongs_to_1-3	Belongs_to_1-2	Belongs_to_1-1	Belongs_to_1-1_id	Admin_unit_2	Admin_unit_2_year	Admin_unit_2_note	Belongs_to_2-4	Belongs_to_2-3	Belongs_to_2-2	Belongs_to_2-1	Admin_unit_3	Admin_unit_3_year	Admin_unit_3_note	Belongs_to_3-4	Belongs_to_3-3	Belongs_to_3-2	Belongs_to_3-1	Admin_unit_4	Admin_unit_4_year	Admin_unit_4_note	Belongs_to_4-3	Belongs_to_4-2	Belongs_to_4-1	Admin_unit_5	Admin_unit_5_year	Admin_unit_5_note	Belongs_to_5-3	Belongs_to_5-2	Belongs_to_5-1	Admin_unit_6	Admin_unit_6_year	Admin_unit_6_note	Belongs_to_6-2	Belongs_to_6-1	Admin_unit_7	Admin_unit_7_year	Admin_unit_7_note	Belongs_to_7-2	Belongs_to_7-1	Admin_unit_8	Admin_unit_8_year	Admin_unit_8_note	Belongs_to_8-2	Belongs_to_8-1	Admin_unit_9	Admin_unit_9_year	Belongs_to_9-3	Belongs_to_9-2	Belongs_to_9-1	Admin_unit_10	Admin_unit_10_year	Belongs_to_10-2	Belongs_to_10-1	Admin_unit_11	Admin_unit_11_year	Belongs_to_11-2	Belongs_to_11-1	Admin_unit_12	Belongs_to_12	Admin_unit_13	Belongs_to_13	Admin_unit_14	Admin_unit_14_year	Belongs_to_14
KELEKÇİ		کلکچی							Region			Nahiye					Acıpayam	Denizli																																																														
Keleriç		کله ريچ	KARAKAYA						City			Nahiye	1865			Merkez	Erzincan	Erzurum vilâyeti	125	Köy				Üzümlü	Merkez	Erzincan																																																						
KELES		کلاس							City	Republic of Turkey		Köy				Soğukpınar	Merkez	Bursa		Nahiye	1924				Merkez	Bursa	Kaza	1953					Bursa																																															
Keles		کلاس	KİRAZ						Region			Nahiye	~1530			Birgi	Aydın	Anadolu eyâleti	101	Kaza	1948					İzmir																																																						
KELKİT		کلکيت							Region			Kaza	~1530				Bayburt	Rum eyâleti	155	Kaza	1840				Gümüşhane	Trabzon eyâleti	Kaza	1868				Gümüşhane	Trabzon vilâyeti	Kaza	1924				Gümüşhane																																									
KEMAH	1266	کماخ							Region			Sancak	~1515					Rum eyâleti	155	Sancak	1535					Diyarbakır eyâleti	Kaza	1857				Dersim	Harput eyâleti	Kaza	1865			Erzincan	Erzurum vilâyeti	Kaza	1924				Erzincan																																			
KEMALİYE		کماليه	Eğin						City			Nahiye	~1530			Merkez	Arapkir	Diyarbakır eyâleti	121	Kaza	1846			Malatya	Harput	Harput eyâleti	Kaza	1867				Malatya-Harput	Diyarbakır vilâyeti	Kaza	1877			Mamûretülaziz	Mamûretülaziz vilâyeti	Kaza	1926				Malatya	Kaza	1938			Erzincan																														
KEMALLİ		کماللی							City			Nahiye				Alucra	Karahisar-ı Şarkî	Sivas vilâyeti	166	Köy				Merkez	Alucra	Giresun																																																						
KEMALPAŞA		کمال پاشا	Nif						City			Kaza	~1530				Saruhan	Anadolu eyâleti	101	Nahiye	1867			Merkez	İzmir	Aydın vilâyeti	Kaza	1900				İzmir	Aydın vilâyeti	Kaza	1924				İzmir																																									
KEMALPAŞA		کمال پاشا							Region			Nahiye	1868			Hopa	Lazistan	Trabzon vilâyeti	171	Nahiye	1878					Rusya	Nahiye	1921				Hopa	Rize	Nahiye	1936			Hopa	Artvin																																									
KEMER		کمر	Kardiç									Köy			İğdir	Merkez	Teke	Anadolu eyâleti	101	Kaza	1846				Teke	Karaman eyâleti	Nahiye	1865			Merkez	Teke	Konya vilâyeti	Nahiye	1924			Merkez	Antalya	Kaza	~1990	İlk dönemde İğdir=Kumluca ile birlikte kaza idi.)			Antalya																																			
KEMER		کمر	Sertaç		Bebekler				City	Republic of Turkey		Nahiye					Merkez	Burdur		Kaza	~1990					Burdur																																																						
KEMER		کمر	Seydiler						Region			Nahiye					Fethiye	Muğla																																																														
KEMER		کمر							Region			Nahiye	16. yy.			Maraş	Maraş	Zülkadriye eyâleti	183																																																													
KEMERBURGAZ		کمربورغاز							City			Kaza merkezi	1852			Suyolu kurası	Kaza-yı Erbaa	Edirne eyâleti	122	Kaza merkezi	1870				Suyolu kurası	Zabtiye Müşiriyeti	Nahiye	1926				Beyoğlu	İstanbul	Nahiye	1936			Eyüp	İstanbul																																									
Kemeredremid		کمر ادرميد	BURHANİYE						Region			Kaza	1886				Karesi	Hudavendigâr vilâyeti	133	Kaza	1924					Balıkesir																																																						
KEMERHİSAR		کمرحصار							Region			Nahiye					Bor	Niğde																																																														
Kemeriz		کمرز	GÜMÜŞÇEVRE						City			Nahiye	1865			Koçkiri	Sivas	Sivas vilâyeti	166	Köy				Merkez	Zara	Sivas																																																						
KEMİNVAR	1267	کمينوار							Region			Sancak	~1596					Kanije eyâleti	136																																																													
KENAR-I IRMAK		کنار ايرمق							City			Nahiye	16. yy.			Merkez	Kayseri	Karaman eyâleti	139																																																													
Kengırı	222	کنغری	ÇANKIRI					1925`te Çamkırı oldu	Region			Sancak	~1530					Anadolu eyâleti	101	Sancak	1846					Ankara eyâleti	Sancak	1849					Bozok eyâleti	Sancak	1867				Kastamonu vilâyeti	Vilâyet	1924				Çankırı																																			
KEPEZ		که په ز							City			Nahiye merkezi				Kürecik	Akçadağ	Malatya																																																														
KEPSUT		کبسود							City			Kaza	~1530				Hudavendigâr	Anadolu eyâleti	101	Nahiye	1886			Merkez	Karesi	Hudavendigâr vilâyeti	Nahiye	1924				Merkez	Balıkesir	Kaza	1953				Balıkesir																																									
KERBELÂ	1268	کربلا	Meşhed-i Hüseyin						Region			Sancak	1852-01-01T00:00:00Z					Bağdad maa Şehrizor eyâleti	107	Sancak	1867					Bağdad vilâyeti																																																						
Kerburan		کربوران	DARGEÇİT						Region			Nahiye	1867			Midyat	Mardin	Diyarbakır vilâyeti	121	Nahiye	1924				Midyat	Mardin	Kaza	~1990					Mardin																																															
KERÇ	1269	کرچ							Region			Sancak	~1568					Kefe eyâleti	143	Kasaba					Kırım	Ukrayna																																																						
KERÇ		کرچ								Not		Kasaba					Hemedan	İran																																																														
KEREK	572	کرک	Karak		Karak-ı Nuh Nebi				City		https://www.wikidata.org/wiki/Q31572	Nahiye	~1517				Şam	Arap vilâyeti	103	Sancak merkezi	1893				Maan	Suriye vilâyeti	Sancak merkezi						Ürdün																																															
KEREND	1270	کرند							Region			Sancak	17. yy.					Bağdad eyâleti	106	Sancak						İran																																																						
KERİMMÜMİN		کريم موءمن							City			Nahiye	1865			Yıldızeli	Sivas	Sivas vilâyeti	166	Köy				Merkez	Yıldızeli	Sivas																																																						
KERKÜK	550	کرکوک							City		https://www.wikidata.org/wiki/Q173310	Eyâlet merkezi	17. yy.					Şehrizor eyâleti	161	Sancak	19. yy.					Bağdad maa Şehrizor eyâleti	Sancak merkezi	1850				Şehrizor	Musul eyâleti																																															
KERPE		کرپه	Arkasa						Region			Kaza	1867				Rodos	Cezayir-i Bahr-i Sefid vilâyeti	118	Kaza	1912					İtalyan hâkimiyeti	Kaza	1948				Rodos	Yunanistan																																															
Kertis		کرتيس	DELİÇAY						Region			Nahiye					Erciş	Van																																																														
Keşan		کشان	TURHAL						City			Kaza	~1530				Sivas-Tokat	Rum eyâleti	155	Kaza	17. yy.				Sivas	Sivas eyâleti	Nahiye	1865			Merkez	Tokat	Sivas vilâyeti	Nahiye	1924			Merkez	Tokat	Kaza	1944				Tokat																																			
KEŞAN		کشان							Region			Kaza	1877				Gelibolu	Edirne vilâyeti	122	Kaza	1926					Edirne																																																						
KEŞAP		کشاب	Uğurca						City			Nahiye	1879			Giresun	Trabzon	Trabzon vilâyeti	171	Nahiye	1924				Merkez	Giresun	Kaza	1945					Giresun																																															
KEŞAP maa GİRESUN		کشاب مع کيره سون							Region			Kaza	1847				Trabzon	Trabzon eyâleti	171																																																													
KESARE		کساره							Region			Nahiye					Akabe	Medine		Nahiye				Akabe	Medine	S. Arabistan																																																						
KEŞDERESİ maa TERME		کش دره سی مع ترمه						Korgan ilçesinin Keşdereağcakese k.yü vardır.	Region			Kaza	~1585				Canik	Trabzon eyâleti	171																																																													
KESİM		که سيم							City			Kaza merkezi	1855-1863			Andırın	Maraş	Adana eyâleti	100	Köy				Merkez	Andırın	Kahramanmaraş																																																						
KEŞİŞKÖYÜ		کشيش کويی							City	Republic of Turkey		Nahiye merkezi				Yağmurdere	Merkez	Gümüşhane																																																														
KESKEMET		کسکمت							Region	Not		Kaza					Peşte	Macaristan																																																														
KESKİN	1584	کسکين						1928 salnamesinde diğer adı “Dinek Keskini”dir. Merkezine “Maden”de denmiştir	Region			Nahiye	~1530			Kırşehir	Bozok	Zülkadriye eyâleti	183	Sancak						Anadolu eyâleti	Sancak						Sivas eyâleti	Kaza	1849			Ankara	Bozok eyâleti	Kaza	1870			Kırşehir	Ankara vilâyeti	Kaza	1924			Ankara	Kaza	1989			Kırıkkale																									
KESME		کسمه							Region			Nahiye	~1530			Divriği	Darende-Divriği	Rum eyâleti	155	Nahiye	1867			Divriği	Sivas	Sivas vilâyeti	Köy				Gedikbaşı	Divriği	Sivas																																															
KESME		کسمه							Region			Nahiye	1871			Cebel-i Rime	Hudeyde	Yemen vilâyeti	181																																																													
Kesrik		کسريک	BÜYÜKKESRİK						City			Nahiye	1867			Hafik	Sivas	Sivas vilâyeti	166	Köy				Karayün	Merkez	Sivas																																																						
KESRİYE	1271	کسريه	Kastoria						Region			Sancak	1846-01-01T00:00:00Z					Üsküp eyâleti	174	Sancak						Rumeli eyâleti	Sancak	1868					Selânik vilâyeti	Kaza	1870			Görice	Manastır vilâyeti	Kaza	1913				Yunanistan																																			
KESSALE		کساله							City		https://www.wikidata.org/wiki/Q686813	Müdiriyet merkezi					Taka	Sudan-ı Mısrî																																																														
Kestanbolu		کستانبولی	YAĞMURCA						City			Nahiye	1865			Mürefte	Gelibolu	Edirne vilâyeti	122	Köy				Mürefte	Şarköy	Tekirdağ	Köy				Çöpköy	Uzunköprü	Edirne																																															
KESTANE	1272	کستانه							Region			Sancak	17. yy.					Van eyâleti	175	Köy				Püşder	Süleymaniye	Şehrizor eyâleti																																																						
KESTEL		کستل							City	Republic of Turkey		Nahiye					Merkez	Bursa		Kasaba				Gürsu	Merkez	Bursa	Kaza	~1990					Bursa																																															
Kestel		کستل	NAZİLLİ						Region			Kaza		Şimdi Nazilli’ye bağlı bir köy.			Aydın	Anadolu eyâleti	101																																																													
KESTEP		کستب							City			Nahiye merkezi			Eşen	Mekri	Menteşe	Aydın vilâyeti	104	Nahiye merkezi				Eşen	Fethiye	Muğla																																																						
KETHUDALI		کتخدالی							City	Republic of Turkey		Nahiye merkezi				Kızılırmak	Kalecik	Ankara		Kaza merkezi	~1990				Kızılırmak	Çankırı																																																						
Kettanderesi		کتان دره سی	KETENDERE						City			Nahiye	~1530			Birgi	Aydın	Anadolu eyâleti	101	Köy				Merkez	Nazilli	Aydın																																																						
KEVKEB		کوکب							Region			Nahiye	1854				Deyr	Zor sancağı																																																														
KEVKEBAN	1273	کوکبان	Tavila						Region			Sancak	16. yy.					Yemen eyâleti	181	Kaza	1871				Sana	Yemen vilâyeti																																																						
KEYL		کيل							Region			Kaza	1849				Ankara	Bozok eyâleti	114																																																													
KEYL		کيل							Region			Nahiye	1865			Kerkük	Şehrizor	Musul vilâyeti	152																																																													
KEYNOLU (Abana) maa EVRENYE		کينولی مع اَورنيه						Evrenye de sonraları Abana’nın diğer adı olarak tanındı.	Region			Kaza	1841				Sinop	Kastamonu eyâleti	141																																																													
Keysun		کيسون	ÇAKIRHÜYÜK						Region			Nahiye	~1530			Besni	Gerger-Kâhta	Rum eyâleti	155	Nahiye	1884			Besni	Malatya	Mamûretülaziz vilâyeti	Nahiye	1926				Besni	Gaziantep	Nahiye	1933			Besni	Malatya	Nahiye	1954			Basni	Adıyaman																																			
KEZİ		کزی							City			Nahiye merkezi				Doğanca	Pervari	Siirt																																																														
KIBLE	1274	قبله							Region			Sancak	~1545					Yemen eyâleti	181																																																													
KIBRIS	223	قبريس	Lefkoşe						Region			Eyâlet	1570-12-22T00:00:00Z					Kıbrıs eyâleti		Sancak	1608					Cezayir-i Bahr-i Sefid eyâleti	Muhassıllık	1705					Adana eyâleti	Kaymakamlık	1861				Cezayir-i Bahr-i Sefid eyâleti	Kaymakamlık	1868				İstanbul	Müstakil sancak	1870			Kıbrıs sancağı	Müstakil Sancak	1878			İngiltere yönetimi																									
KIBRISÇIK		قبريسجق	Karadoğan						City			Kaza	~1530				Bolu	Anadolu eyâleti	101	Kaza	1864				Bolu	Kastamonu vilâyeti	Nahiye	1908			Merkez	Bolu	Kastamonu vilâyeti	Nahiye	1946			Seben	Bolu	Kaza	1958				Bolu																																			
KİCİKHACULU		کيجيک حاجلو							City			Nahiye	~1530			Merkez	Malatya	Rum eyâleti	155																																																													
KİDONYA		کيدونيه						Kidonya Ayvalık’ın da adıdır.	Region			Kaza	1867				Hanya	Girit vilâyeti	126	Kaza	1913				Hanya	Yunanistan																																																						
KİFRİ	1275	کفری							Region			Sancak	~1855					Bağdad maa Şehrizor eyâleti	107	Kaza	~1863				Şehrizor	Musul	Kaza merkezi				Salâhiye	Kerkük	Musul																																															
KİĞI	1276	کيغی							Region			Sancak	1519-12-22T00:00:00Z					Diyarbakır eyâleti	121	Sancak	1534					Erzurum eyâleti	Kaza	1830				Erzurum	Erzurum eyâleti	Kaza	1865			Erzurum	Erzurum vilâyeti	Kaza	1914				Erzincan	Kaza	1936			Bingöl																														
KİĞZİ		کغزی							City	Republic of Turkey		Köy				Havasor	Merkez	Van		Kaza merkezi	1954				Gürpınar	Van																																																						
